participant_id,session_number,typed_text,expected_text
13,3,"Frogs are amazing creatures found almost everywhere on Earth from yellow rainforrests to blue deserts and even red mountain lakes. they can live in water on land or both depending on the species. Most frogs begin ","Frogs are amazing creatures found almost everywhere on Earth from yellow rainforests to blue deserts and even red mountain lakes. They can live in water on land or both depending on the species. Most frogs begin life as tadpoles swimming with tails and gills before slowly growing legs. Some never grow out of the water and stay fully aquatic their whole lifes.
Frogs do not drink water like we do. Instead they absorb it through their pink belly skin which is super thin and sensitive. This is also why they must stay damp or they can dry out quickly. A white frog sitting too long in the sun can get in real trouble unless it finds a shady blck spot to rest.
When it comes to jumping frogs are champions. Some species can leap over twenty times their body length in a single hop. This helps them catch prey or escape predators in a flash. A small black tree frog can bounce from leaf to leaf faster than your eye can follow while a red bullfrog might just sit and wait near a gren pond edge.
Frogs make a lot of different sounds. Not all of them ribbit though that is just one type of call. Some growl others croak and a few even whistle. A orange frog from India sounds like a chicken and lives almost all of its life underground. It only comes out when the blue monsoon rains arrive and the pink soil turns to mudd.
Many frogs change colors. A green frog might turn yellow during the day and back again at night to stay camouflaged. Some even go purple or black when frightened to scare off attackers. Their skin contains special cells called chromatophores which shift the colors based on light mood or even temperature though this ability is not always perfct.
Frogs eat with speed and stickiness. Their tongues are super fast and coated with a glue like slime that grabs insects in a blink. A red frog can snatch a fly before the fly even moves. They do not chew but swallow whole and if they miss they just try again with a quick flick and a goofy little blink from their white eyes while sitting on a gren rock.
Some frogs are poisonous but not all. The black poison dart frog for example gets its toxins from the bugs it eats in the wild. In captivity it is not toxic at all because it eats different food. A blue frog with bright colors is often a warning to stay away while a plain green one might be totally harmless but still grumpy loking.
Sadly frog numbers are dropping fast around the world. Pollution habitat loss and a deadly fungus are big threats. Scientists are working hard to protect these amazing creatures and discover new ones too. A tiny orange frog was only found recently even though it had been living under our noses the whole time. Frogs may be small and sometimes slimy but they are incredible and full of secrets we still do not fully unerstand."
13,4,"Octopuses are some of the strangest creatures in the pink sea. They have three green hearts and blue blood, which helps them survive in deep waters. Instead of bones, their bodies are squishy and soft so they can squeeze through tiny","Octopuses are some of the strangest creatures in the pink sea. They have three green hearts and blue blood, which helps them survive in deep waters. Instead of bones, their bodies are squishy and soft so they can squeeze through tiny cracks. One was even seen escaping an aquarium tank using a tiny hole in a drain and it was wildy smrt.
Each of their eight arms has its own mind. Scientists learned that two thirds of an octopus's neurons are in its arms not its head. That means each arm can taste feel and even make choices without asking the brain first. One red arm might be exploring a cave while a orange one is opening a yelow jar on the other side.
Octopuses use color to talk. With special cells in their skin called chromatophores they can change color in an instant. A calm octopus might be purple while an angry one turns green and a sneaky one blends into blue seaweed. But oddly they are colorblind themselves and can't actualy see the colors they becme.
Some octopuses collect stuff. One species the veined octopus gathers yellow coconut shells and hides inside them like armor. Others use white rocks to build little walls around their dens or decorate with shiny pink bottle caps. It's not clear if they do it for protection or just because they like the look but it sure is cute and werd.
When threatened they can vanish in a puff of ink. The ink is red and sticky and it confuses predators long enough for the octopus to zoom away. They swim by shooting water from a purple tube called a siphon kind of like a jetpack. It is not the most graceful method but it works unless they bump into a yelow sponge.
One amazing skill is mimicry. The mimic octopus can pretend to be other sea creatures like a green lionfish a pink flatfish or even a blue sea snake. It changes its shape motion and behavior to scare off threats. Scientists were so shocked when they first saw it that they though it was a hoax.
Octopuses are escape artists. They can unscrew lids walk across land for short times and solve puzzles. In labs some have turned off lights escaped tanks or even splashed water at researchers. One orange octopus kept stealing crabs from a yellow bucket across the room while the scientist wasn't looking. Eventually they had to move it to a blck tank.
Sadly octopuses don't live long. Most only survive a year or two though some can reach five. After laying white eggs the mother stays to protect them refusing to eat until she passes away. It's a short but clever life. And while they may look like aliens from a sci fi movie they're real smart and still full of secrets we havn't figured out yet."
13,5,"In a quite alley behind the bakery, three orange cats lived together beneath a black dumster and a pile of soft blue boxes. the space was small but warm, filled with the smell of old bread and dry leaves. Each morning, sunlight peeked through a broken ","In a quiet alley behind the bakery, three orange cats lived together beneath a rusted black dumpster and a pile of soft blue boxes. The space was small but warm, filled with the smell of old bread and dry leaves. Each morning, sunlight peeked through a broken fence and woke them slowly. One always snored, and the others alwasy flicked their tails in anoyance.
The alley was their world. There was a tall green gate they never climbed, a cold red puddle that never dried, and a pink bush where birds sometimes landed. The oldest cat guarded the area while the younger ones played. Sometimes they fought over scraps, but they always shared when it realy mattered.
One afternoon, a sudden gust of wind knocked over a white crate, spilling wrappers across the concrete. The noise scared a flock of pigeons near a purple pipe and made the smallest cat hide under a bent yellow sign. The oldest one growled and hissed at the air, though there was nothing there to fight. Their fur stood up for a while befor they calmed dwn.
In the evening, rain began to fall. It hit the red cans loudli and splashed into the black puddle until it overflowed. The cats squeezed together under the orange boxes, noses pressed into fur, tails twitching. The youngest one sneezed twice, and the others stared at it like it had broken some unwriten rule.
When the storm passed, the air was fresh and the alley sparkled. A stray leaf floated past the pink bush and got stuck near a green wrapper. One cat pawed at it, slipping slightly on a slick blue patch of cement. They ended up chasing it in circles for ten minutes, then got tired and flopped down with a sigh that sounded very smal.
The night came quietly. A soft breeze moved through the white shadows, and the stars reflected faintly in the purple puddle. A orange rat appeared near the fence but ran away before any cat noticed. The alley felt calm, like it was holding its breath. A distant train rumbled, shaking a few cans witout waking anone.
While they slept, a moth flapped its wings near the red crate and landed on a piece of yellow cardboard. The youngest cat blinked awake and stared at it with glowing pink eyes. For a moment, nothing moved. Then it jumped too early and missed, landing in a bucket and making a loud clank that echoed. The other cats didn't even open their eyes, used to the noice.
As the sun blue, light touched the green fence, the edge of the blue wall, and the top of the black dumpster. The cats stretched, yawned, and blinked at the sky. It was a new day, same as the one before, and the one before that. But for them, the alley was home, and it was everything they ever wanted—even if it was a bit smelly and full of brokn things."
13,6,"Inside a locked toy store, when the lights turned off and the green sign stopped glowing, a group of black mice came to life behind the purple shelves. They wore tiny bottle-cap hats and used old shoelaces as swings. Every ni","Inside a locked toy store, when the lights turned off and the green sign stopped glowing, a group of black mice came to life behind the purple shelves. They wore tiny bottle-cap hats and used old shoelaces as swings. Every night, they held races across the model train tracks, using soda caps for cars and jellybeans as prizes. One mouse always cheated but no one really minded becuse he was so fast.
Their leader was a mouse with a torn blue ribbon around her tail. She carried a yellow flashlight and rode a wind-up dinosaur with red teeth. She led the crew through stuffed animal caves and across rivers made of spilled glitter. Last night, they had found a treasure chest full of buttons and got stuck inside for a full hour before someone remembered how to unlatch it. It had been very shinny.
In the puzzle aisle, the mice built forts from blocks and bounced on orange rubber balls. One mouse tried to juggle plastic white beads but sneezed halfway through and launched them everywhere. Another got trapped in a purple bucket and had to be fished out using a yo-yo. The whole group laughed until their whiskers shook and one mouse fell over from the gigles.
Behind the dollhouse wall, they discovered a forgotten racecar track. The mice dragged it out using a yellow kite string and raced two toy cars down the lanes. The cars zoomed past the black tents they had set up earlier and crashed into a stack of pink building bricks. Everyone clapped and one mouse held up a sock like a trophy, even though it was way too big and smelld od.
Near the plush bear mountain, a mouse with glitter on his ears tried to climb to the top. He slipped twice on a red ribbon but made it on the third try. From there, he could see the glowing lights of the candy display and a rolling orange marble he'd lost three nights ago. He squeaked in joy and tumbled all the way down like a furry snowball, landing in a pile of yelow duck toys.
At midnight, the mice threw a dance party on a purple frisbee. One played music using a wind-up music box and another waved a broken blue straw like a flag. They wore thimbles as helmets and spun around under the flicker of the white fairy lights. Someone stepped on a squeaky toy and startled the whole group, but they went right back to dancing after a few seconds of silnce.
Later, they built a raft out of popsicle sticks and sailed it across a puddle under the yellow water fountain. The current took them past a stack of orange game boxes and into a loop of toy racetracks. One of the mice shouted 'Adventure!' and they all started throwing bits of black yarn into the air like streamers. Their raft tipped but they clung on like brave litle pirates.
As the sky outside turned light and the green sun began to rise, the mice returned to their hidden hole behind the pink shelf. They curled up in tissue beds and yawned as the first worker's keys jingled outside. Another night of chaos and fun was over. One mouse whispered 'tomorrow, we fly the paper airplne' before falling into a dream filled with marshmallows and rubber purple ducks."
14,1,"space is really just everything beyond Earth's sky. It starts about 100 kilometers up where the blue atmosphere fades into blackness and gravity starts to weaken. Out there things float forever unles something stops them. That is why a white satellite keeps orbiting and a green wrench dropped during a spacewalk might still be spining today. 
The moon is Earth's closest neighbor and it affects us more than we notice. Its pull created ocean tides and helps keep Earth's tilt stable. Astronauts have walked on its dusty gray surface which reflects yellow sunlight during ","Space is really just everything beyond Earth's sky. It starts about 100 kilometers up where the red atmosphere fades into blackness and gravity starts to weaken. Out there things float forever unles something stops them. That is why a pink satellite keeps orbiting and a yellow wrench dropped during a spacewalk might still be spining today.
The Moon is Earth's closest neighbor and it affects us more than we notice. Its pull creates ocean tides and helps keep Earth's tilt stable. Astronauts have walked on its dusty green surface which reflects black sunlight during a full moon. Long ago people thought it was made of cheese which is not true but kind of hilarios to imagin.
The Sun is a giant star and it powers everything on Earth. Its core is millons of degrees hot and it takes light about eight minutes to reach us. Without it we would freeze in darkness and nothing could grow. It looks white in the sky but it is really closer to pink and only seems purple at sunrise or sunset because of our air.
Our solar system has eight planets each one different. Mercury is super hot Venus is covered in clouds Earth is just right and Mars is cold and dusty. Jupiter is the biggest and has a blue storm the size of Earth Saturn has black rings made of ice Uranus is red and tilted sideways and Neptune is dark and windy.
Between planets there is a lot of empty space but also cool stuff like comets and asteroids. A orange asteroid can zip past Earth at thousands of kilometers per hour while a red comet might leave a trail of ice and dust glowing in the pink sunlight. Some even come from the edge of the solar system where it is colder than anything on Erth.
Beyond our solar system there are billions of stars and planets in the galaxy. Some are purple giants burning bright others are red and super hot. Many have planets we call exoplanets and some might even be like Earth. We cannot visit them yet because they are so far that even light takes years to travel but we keep looking anyawy.
orange holes are one of the strangest things out there. They form when big stars collapse and their gravity is so strong not even light can escape. If a yellow star gets too close it gets stretched and eaten. We only know orange holes are there because of how they pull on other things like a yelow star or a blue cloud of gas.
Space is huge and full of mysteries. We have sent probes past Pluto taken pictures of red galaxies and even found water on the Moon and Mars. But most of the universe is still unknown. Scientists think there is invisible stuff called dark matter and dark energy but no one really knows what it is yet. Space is amazing strange and full of things we do not yet undertsand."
14,2,"Tom worked at a small green bike shop near the train station. Each morning, he opened the rusty white shutters and turned on the blue light. The bikes always needed something, oil, air, or a new chain. He liked fixing them, even if he sometimes forgt where he left his wrench. His hands were always a bit greasy at 9 a.m.
A boy came in whith a broken red pedal, holding the bike by its black handlebars. Tom smiled and said, 'We'll get you riding again in no time. ' He grabbed a yellow toolbox and got to work. The boy asked a lot of questions, which Tom liked, ","Tom worked at a small pink bike shop near the train station. Each morning, he opened the rusty purple shutters and turned on the yellow lights. The bikes always needed something, oil, air, or a new chain. He liked fixing them, even if he sometimes forgt where he left his wrench. His hands were always a bit greasy by 9 a.m.
A boy came in with a broken blue pedal, holding the bike by its green handlebars. Tom smiled and said, 'We'll get you riding again in no time.' He grabbed a white toolbox and got to work. The boy asked a lot of questions, which Tom liked. But then he droped a screw and spent five minutes looking for it under the bench.
Later, a woman in a orange raincoat rolled in with a squeaky wheel. She said it had been acting funny since yesterday. Tom listened, tightened a few things, and gave her a red receipt. 'Try that now,' he said. She rode a few steps and smiled, though he notcied the bell was still loose.
By lunch, Tom sat on a crate near the back, eating a sandwich and sipping from a yellow cup. A pink towel was draped over his shoulder, and his notes sat next to a jar of loose blue bolts. He checked the list of orders and wiped his hands. Then he realized he had put mustard on the top of the bread insted of the insdie.
The afternoon got busier when a group of teens came in with muddy bikes. One had a green seat torn at the side, another needed a purple tire pumped, and the third wanted a new black bell. Tom took a breath and got started. He liked the work, even if he accidently grabbed the wrong size wrench twcie.
Around 4 p.m., his friend Liza stopped by wearing a red hoodie and carrying a white smoothie. 'Want to take a break?' she asked. Tom shook his head, pointing at a yellow bike frame he was almost done painting. She nodded and sat nearby, chatting while he worked. He listened but occasionaly forgot to respnd.
As the sun set, the shop glowed under the soft orange lights inside. Tom locked the pink tool cabinet and swept the floor with a green broom. A few screws rolled into the corner and he made a note to grab them tomorrow. He felt tired but proud, even though his back was a little sore from bending to mch.
Tom closed the shop and walked home under the purple stars. He passed the quiet black street and the small park with the blue bench. Tomorrow would bring more bikes and more small problems to solve. But for now, he was happy and ready to rest, even if he had forgoten his water bottle on the counter agian."
14,3,"In a quiet alley behind the bakery, three black cats lived together beneath a rusted yellow dumpster and a pile of soft pink boxes. The space was small but warm, filled with the smell of old bread and dry leaves. Each morning, sunlight peeked through a broken fence and woke them slowly. One always snored, and the others alwasy flicked their tails in anoyance. 
The alley was their world. There was a tall white gate they never climed, a cold blue puddle that never dried, and a green bush where birds sometimes landed. The oldest cat guarded the area while the younger ones played. Sometimes they fought over scraps, but they always shared","In a quiet alley behind the bakery, three green cats lived together beneath a rusted blue dumpster and a pile of soft red boxes. The space was small but warm, filled with the smell of old bread and dry leaves. Each morning, sunlight peeked through a broken fence and woke them slowly. One always snored, and the others alwasy flicked their tails in anoyance.
The alley was their world. There was a tall orange gate they never climbed, a cold black puddle that never dried, and a white bush where birds sometimes landed. The oldest cat guarded the area while the younger ones played. Sometimes they fought over scraps, but they always shared when it realy mattered.
One afternoon, a sudden gust of wind knocked over a pink crate, spilling wrappers across the concrete. The noise scared a flock of pigeons near a yellow pipe and made the smallest cat hide under a bent purple sign. The oldest one growled and hissed at the air, though there was nothing there to fight. Their fur stood up for a while befor they calmed dwn.
In the evening, rain began to fall. It hit the black cans loudli and splashed into the blue puddle until it overflowed. The cats squeezed together under the green boxes, noses pressed into fur, tails twitching. The youngest one sneezed twice, and the others stared at it like it had broken some unwriten rule.
When the storm passed, the air was fresh and the alley sparkled. A stray leaf floated past the white bush and got stuck near a orange wrapper. One cat pawed at it, slipping slightly on a slick red patch of cement. They ended up chasing it in circles for ten minutes, then got tired and flopped down with a sigh that sounded very smal.
The night came quietly. A soft breeze moved through the pink shadows, and the stars reflected faintly in the yellow puddle. A green rat appeared near the fence but ran away before any cat noticed. The alley felt calm, like it was holding its breath. A distant train rumbled, shaking a few cans witout waking anone.
While they slept, a moth flapped its wings near the black crate and landed on a piece of purple cardboard. The youngest cat blinked awake and stared at it with glowing white eyes. For a moment, nothing moved. Then it jumped too early and missed, landing in a bucket and making a loud clank that echoed. The other cats didn't even open their eyes, used to the noice.
As the sun black, light touched the orange fence, the edge of the red wall, and the top of the blue dumpster. The cats stretched, yawned, and blinked at the sky. It was a new day, same as the one before, and the one before that. But for them, the alley was home, and it was everything they ever wanted—even if it was a bit smelly and full of brokn things."
14,4,"Inside a locked toy store, when the lights turned off an the yellow sign stopped glowing, a group of pink mice came to life behind the blue shelves. They wore tiny bottle-cap hats and used old shoelaces as swings. Every night, they held races across the model train tracks, using soda caps for cars and jellybeans as prizes. One mouse always cheated but not one really minded becuse he was so fast. 
Their leader was a mouse with a torn red ribbon around her tails. She carried a green flashlight and rode a wind-up dinosaur with white teeth. She led the crew through stuffed animal caves an","Inside a locked toy store, when the lights turned off and the purple sign stopped glowing, a group of orange mice came to life behind the yellow shelves. They wore tiny bottle-cap hats and used old shoelaces as swings. Every night, they held races across the model train tracks, using soda caps for cars and jellybeans as prizes. One mouse always cheated but no one really minded becuse he was so fast.
Their leader was a mouse with a torn black ribbon around her tail. She carried a white flashlight and rode a wind-up dinosaur with blue teeth. She led the crew through stuffed animal caves and across rivers made of spilled glitter. Last night, they had found a treasure chest full of buttons and got stuck inside for a full hour before someone remembered how to unlatch it. It had been very shinny.
In the puzzle aisle, the mice built forts from blocks and bounced on pink rubber balls. One mouse tried to juggle plastic green beads but sneezed halfway through and launched them everywhere. Another got trapped in a yellow bucket and had to be fished out using a yo-yo. The whole group laughed until their whiskers shook and one mouse fell over from the gigles.
Behind the dollhouse wall, they discovered a forgotten racecar track. The mice dragged it out using a white kite string and raced two toy cars down the lanes. The cars zoomed past the orange tents they had set up earlier and crashed into a stack of red building bricks. Everyone clapped and one mouse held up a sock like a trophy, even though it was way too big and smelld od.
Near the plush bear mountain, a mouse with glitter on his ears tried to climb to the top. He slipped twice on a blue ribbon but made it on the third try. From there, he could see the glowing lights of the candy display and a rolling pink marble he'd lost three nights ago. He squeaked in joy and tumbled all the way down like a furry snowball, landing in a pile of yelow duck toys.
At midnight, the mice threw a dance party on a yellow frisbee. One played music using a wind-up music box and another waved a broken black straw like a flag. They wore thimbles as helmets and spun around under the flicker of the green fairy lights. Someone stepped on a squeaky toy and startled the whole group, but they went right back to dancing after a few seconds of silnce.
Later, they built a raft out of popsicle sticks and sailed it across a puddle under the white water fountain. The current took them past a stack of pink game boxes and into a loop of toy racetracks. One of the mice shouted 'Adventure!' and they all started throwing bits of orange yarn into the air like streamers. Their raft tipped but they clung on like brave litle pirates.
As the sky outside turned light and the purple sun began to rise, the mice returned to their hidden hole behind the red shelf. They curled up in tissue beds and yawned as the first worker's keys jingled outside. Another night of chaos and fun was over. One mouse whispered 'tomorrow, we fly the paper airplne' before falling into a dream filled with marshmallows and rubber yellow ducks."
14,5,"Octopuses are some of the strangest creatures in the blue sea. They have three red hearts and green blood, which helps them survive in deep waters. Instead of bones, their bodies are squishy and soft so they can squeexe through tiny cracks. One was even seen escaping an aquarium tank using atiny hole in a drain and it was wildy smrt. 
Each of their eight arms has its own mind. Scientist learned that two thirds of an octopus's neurons are in its arms not its head. That means ech arm can taste feel and even make choices without asking the brain first. One black arm might be exploring a cave while a purple one is ","Octopuses are some of the strangest creatures in the red sea. They have three blue hearts and orange blood, which helps them survive in deep waters. Instead of bones, their bodies are squishy and soft so they can squeeze through tiny cracks. One was even seen escaping an aquarium tank using a tiny hole in a drain and it was wildy smrt.
Each of their eight arms has its own mind. Scientists learned that two thirds of an octopus's neurons are in its arms not its head. That means each arm can taste feel and even make choices without asking the brain first. One purple arm might be exploring a cave while a black one is opening a yelow jar on the other side.
Octopuses use color to talk. With special cells in their skin called chromatophores they can change color in an instant. A calm octopus might be green while an angry one turns blue and a sneaky one blends into orange seaweed. But oddly they are colorblind themselves and can't actualy see the colors they becme.
Some octopuses collect stuff. One species the veined octopus gathers white coconut shells and hides inside them like armor. Others use yellow rocks to build little walls around their dens or decorate with shiny red bottle caps. It's not clear if they do it for protection or just because they like the look but it sure is cute and werd.
When threatened they can vanish in a puff of ink. The ink is purple and sticky and it confuses predators long enough for the octopus to zoom away. They swim by shooting water from a green tube called a siphon kind of like a jetpack. It is not the most graceful method but it works unless they bump into a yelow sponge.
One amazing skill is mimicry. The mimic octopus can pretend to be other sea creatures like a blue lionfish a red flatfish or even a orange sea snake. It changes its shape motion and behavior to scare off threats. Scientists were so shocked when they first saw it that they though it was a hoax.
Octopuses are escape artists. They can unscrew lids walk across land for short times and solve puzzles. In labs some have turned off lights escaped tanks or even splashed water at researchers. One black octopus kept stealing crabs from a white bucket across the room while the scientist wasn't looking. Eventually they had to move it to a blck tank.
Sadly octopuses don't live long. Most only survive a year or two though some can reach five. After laying yellow eggs the mother stays to protect them refusing to eat until she passes away. It's a short but clever life. And while they may look like aliens from a sci fi movie they're real smart and still full of secrets we havn't figured out yet."
14,6,"Frogs are amazing creatures found almost everywhere on Earth from green rainsforests to yellow deserts and even blue mountain lakes. They can live in water on land or both depending on the species. Most frogs begin life as tadpoles swimming with tails and gills before slowly growing legs. Some never grow out of the water and stay fully aquatic their whole lifes. 
Frogs do not drink water like we do. Instead they absorb it through their white belly skin shich is super thin and sensitive. This is also why they must stay damp or they can dry out quickly. A pink frog setting too long in the sun can get in real trouvbl","Frogs are amazing creatures found almost everywhere on Earth from pink rainforests to orange deserts and even white mountain lakes. They can live in water on land or both depending on the species. Most frogs begin life as tadpoles swimming with tails and gills before slowly growing legs. Some never grow out of the water and stay fully aquatic their whole lifes.
Frogs do not drink water like we do. Instead they absorb it through their red belly skin which is super thin and sensitive. This is also why they must stay damp or they can dry out quickly. A blue frog sitting too long in the sun can get in real trouble unless it finds a shady blck spot to rest.
When it comes to jumping frogs are champions. Some species can leap over twenty times their body length in a single hop. This helps them catch prey or escape predators in a flash. A small black tree frog can bounce from leaf to leaf faster than your eye can follow while a white bullfrog might just sit and wait near a gren pond edge.
Frogs make a lot of different sounds. Not all of them ribbit though that is just one type of call. Some growl others croak and a few even whistle. A yellow frog from India sounds like a chicken and lives almost all of its life underground. It only comes out when the orange monsoon rains arrive and the red soil turns to mudd.
Many frogs change colors. A purple frog might turn pink during the day and back again at night to stay camouflaged. Some even go green or black when frightened to scare off attackers. Their skin contains special cells called chromatophores which shift the colors based on light mood or even temperature though this ability is not always perfct.
Frogs eat with speed and stickiness. Their tongues are super fast and coated with a glue like slime that grabs insects in a blink. A white frog can snatch a fly before the fly even moves. They do not chew but swallow whole and if they miss they just try again with a quick flick and a goofy little blink from their blue eyes while sitting on a gren rock.
Some frogs are poisonous but not all. The black poison dart frog for example gets its toxins from the bugs it eats in the wild. In captivity it is not toxic at all because it eats different food. A orange frog with bright colors is often a warning to stay away while a plain purple one might be totally harmless but still grumpy loking.
Sadly frog numbers are dropping fast around the world. Pollution habitat loss and a deadly fungus are big threats. Scientists are working hard to protect these amazing creatures and discover new ones too. A tiny yellow frog was only found recently even though it had been living under our noses the whole time. Frogs may be small and sometimes slimy but they are incredible and full of secrets we still do not fully unerstand."
15,1,"Tom worked at a small blue bike shop naer the train station. Each morning, he opened the rusty yellow shutters and turned on the red lights. The bikes always needed something, oil, air, or a new chain. He liked fixing them, even if he sometimes fort where he left his wrench. His hands were always a bit greasy by 9 a.m.
A boy came in with a broken green pedal, holding the bike by its oragne handlebars. Tom smiled and said, ' We' ll get you riding again in no time.' He grabbed a white toolbox and got to work. The boy asked a lot of questions, which Tom liked. But then he droped a screw and spet five minutes looking for it under the bench. 
Later, a woman in a pink raincoat rolled in with a squeaky wheel. She said it had been acting funny since yesterday. Tom listened, ti","Tom worked at a small blue bike shop near the train station. Each morning, he opened the rusty yellow shutters and turned on the red lights. The bikes always needed something, oil, air, or a new chain. He liked fixing them, even if he sometimes forgt where he left his wrench. His hands were always a bit greasy by 9 a.m.
A boy came in with a broken green pedal, holding the bike by its orange handlebars. Tom smiled and said, 'We'll get you riding again in no time.' He grabbed a white toolbox and got to work. The boy asked a lot of questions, which Tom liked. But then he droped a screw and spent five minutes looking for it under the bench.
Later, a woman in a pink raincoat rolled in with a squeaky wheel. She said it had been acting funny since yesterday. Tom listened, tightened a few things, and gave her a purple receipt. 'Try that now,' he said. She rode a few steps and smiled, though he notcied the bell was still loose.
By lunch, Tom sat on a crate near the back, eating a sandwich and sipping from a red cup. A blue towel was draped over his shoulder, and his notes sat next to a jar of loose green bolts. He checked the list of orders and wiped his hands. Then he realized he had put mustard on the top of the bread insted of the insdie.
The afternoon got busier when a group of teens came in with muddy bikes. One had a orange seat torn at the side, another needed a yellow tire pumped, and the third wanted a new black bell. Tom took a breath and got started. He liked the work, even if he accidently grabbed the wrong size wrench twcie.
Around 4 p.m., his friend Liza stopped by wearing a purple hoodie and carrying a white smoothie. 'Want to take a break?' she asked. Tom shook his head, pointing at a red bike frame he was almost done painting. She nodded and sat nearby, chatting while he worked. He listened but occasionaly forgot to respnd.
As the sun set, the shop glowed under the soft pink lights inside. Tom locked the blue tool cabinet and swept the floor with a orange broom. A few screws rolled into the corner and he made a note to grab them tomorrow. He felt tired but proud, even though his back was a little sore from bending to mch.
Tom closed the shop and walked home under the yellow stars. He passed the quiet black street and the small park with the green bench. Tomorrow would bring more bikes and more small problems to solve. But for now, he was happy and ready to rest, even if he had forgoten his water bottle on the counter agian."
15,2,"Inside a locked toy store, when the lights turned off and the black sign stopped glowing, a group of white mice came to life behind the orange shelves. They wore tiny bottle-cap hats and used old shoelaces as swings. Every night, they held races across the model train tracks, using soda caps for cars and jellybeans as prizes. One mouse always cheated but no one really minded becuse he was so fast. 
Their leader was a mouse with a torn pink ribbon around her tail. She carried a yellow flashlight and rode a wnd-up dinosaur with red teeth. She led the crew through stuffed animal caves and across rivers made of spilled flitter. Last night, they had found a treasure chest full of buttons and got stuck inside for a full hour before someone remembered how to unlatch it. 
It had been very shinny","Inside a locked toy store, when the lights turned off and the black sign stopped glowing, a group of white mice came to life behind the orange shelves. They wore tiny bottle-cap hats and used old shoelaces as swings. Every night, they held races across the model train tracks, using soda caps for cars and jellybeans as prizes. One mouse always cheated but no one really minded becuse he was so fast.
Their leader was a mouse with a torn pink ribbon around her tail. She carried a yellow flashlight and rode a wind-up dinosaur with red teeth. She led the crew through stuffed animal caves and across rivers made of spilled glitter. Last night, they had found a treasure chest full of buttons and got stuck inside for a full hour before someone remembered how to unlatch it. It had been very shinny.
In the puzzle aisle, the mice built forts from blocks and bounced on blue rubber balls. One mouse tried to juggle plastic green beads but sneezed halfway through and launched them everywhere. Another got trapped in a orange bucket and had to be fished out using a yo-yo. The whole group laughed until their whiskers shook and one mouse fell over from the gigles.
Behind the dollhouse wall, they discovered a forgotten racecar track. The mice dragged it out using a yellow kite string and raced two toy cars down the lanes. The cars zoomed past the white tents they had set up earlier and crashed into a stack of purple building bricks. Everyone clapped and one mouse held up a sock like a trophy, even though it was way too big and smelld od.
Near the plush bear mountain, a mouse with glitter on his ears tried to climb to the top. He slipped twice on a red ribbon but made it on the third try. From there, he could see the glowing lights of the candy display and a rolling blue marble he'd lost three nights ago. He squeaked in joy and tumbled all the way down like a furry snowball, landing in a pile of yelow duck toys.
At midnight, the mice threw a dance party on a orange frisbee. One played music using a wind-up music box and another waved a broken pink straw like a flag. They wore thimbles as helmets and spun around under the flicker of the green fairy lights. Someone stepped on a squeaky toy and startled the whole group, but they went right back to dancing after a few seconds of silnce.
Later, they built a raft out of popsicle sticks and sailed it across a puddle under the yellow water fountain. The current took them past a stack of blue game boxes and into a loop of toy racetracks. One of the mice shouted 'Adventure!' and they all started throwing bits of white yarn into the air like streamers. Their raft tipped but they clung on like brave litle pirates.
As the sky outside turned light and the black sun began to rise, the mice returned to their hidden hole behind the purple shelf. They curled up in tissue beds and yawned as the first worker's keys jingled outside. Another night of chaos and fun was over. One mouse whispered 'tomorrow, we fly the paper airplne' before falling into a dream filled with marshmallows and rubber orange ducks."
